,pos,sentence_idx,,word,tag,,,,,,,,,,,,,,
74524,IN,3383,,since,O,,,,,,,,,,,,,,
74525,DT,3383,,the,O,,,,,,,,,,,,,,
74526,JJ,3383,,global,O,,,,,,,,,,,,,,
74527,NN,3383,,outbreak,O,,,,,,,,,,,,,,
74528,VBD,3383,,began,O,,,,,,,,,,,,,,
74529,IN,3383,,in,O,,,,,,,,,,,,,,
74530,CD,3383,,2003,B-tim,,,,,,,,,,,,,,
74531,",",3383,,",",O,,,,,,,,,,,,,,
74532,CC,3383,,and,O,,,,,,,,,,,,,,
74533,VBD,3383,,raised,O,,,,,,,,,,,,,,
74534,NNS,3383,,concerns,O,,,,,,,,,,,,,,
74535,IN,3383,,about,O,,,,,,,,,,,,,,
74536,JJ,3383,,human-to-human,O,,,,,,,,,,,,,,
74537,NN,3383,,transmission,O,,,,,,,,,,,,,,
74538,IN,3383,,of,O,,,,,,,,,,,,,,
74539,DT,3383,,the,O,,,,,,,,,,,,,,
74540,NN,3383,,virus,O,,,,,,,,,,,,,,
74541,.,3383,,.,O,,,,,,,,,,,,,,
74542,DT,3384,,The,O,,,,,,,,,,,,,,
74543,JJ,3384,,international,O,,,,,,,,,,,,,,
74544,NN,3384,,press,O,,,,,,,,,,,,,,
74545,NN,3384,,freedom,O,,,,,,,,,,,,,,
74546,NN,3384,,watchdog,O,,,,,,,,,,,,,,
74547,NN,3384,,group,O,,,,,,,,,,,,,,
74548,",",3384,,",",O,,,,,,,,,,,,,,
74549,NNS,3384,,Reporters,O,,,,,,,,,,,,,,
74550,IN,3384,,Without,O,,,,,,,,,,,,,,
74551,NNS,3384,,Borders,O,,,,,,,,,,,,,,
74552,",",3384,,",",O,,,,,,,,,,,,,,
74553,VBZ,3384,,is,O,,,,,,,,,,,,,,
74554,VBG,3384,,condemning,O,,,,,,,,,,,,,,
74555,WP,3384,,what,O,,,,,,,,,,,,,,
74556,PRP,3384,,it,O,,,,,,,,,,,,,,
74557,VBZ,3384,,calls,O,,,,,,,,,,,,,,
74558,DT,3384,,a,O,,,,,,,,,,,,,,
74559,``,3384,,"""",O,,,,,,,,,,,,,,
74560,NN,3384,,climate,O,,,,,,,,,,,,,,
74561,IN,3384,,of,O,,,,,,,,,,,,,,
74562,NN,3384,,violence,O,,,,,,,,,,,,,,
74563,``,3384,,"""",O,,,,,,,,,,,,,,
74564,IN,3384,,against,O,,,,,,,,,,,,,,
74565,DT,3384,,the,O,,,,,,,,,,,,,,
74566,NNS,3384,,media,O,,,,,,,,,,,,,,
74567,IN,3384,,in,O,,,,,,,,,,,,,,
74568,NNP,3384,,Afghanistan,B-geo,,,,,,,,,,,,,,
74569,.,3384,,.,O,,,,,,,,,,,,,,
74570,IN,3385,,In,O,,,,,,,,,,,,,,
74571,DT,3385,,an,O,,,,,,,,,,,,,,
74572,JJ,3385,,open,O,,,,,,,,,,,,,,
74573,NN,3385,,letter,O,,,,,,,,,,,,,,
74574,TO,3385,,to,O,,,,,,,,,,,,,,
74575,NNP,3385,,President,B-per,,,,,,,,,,,,,,
74576,NNP,3385,,Hamid,I-per,,,,,,,,,,,,,,
74577,NNP,3385,,Karzai,I-per,,,,,,,,,,,,,,
74578,NNP,3385,,Thursday,B-tim,,,,,,,,,,,,,,
74579,",",3385,,",",O,,,,,,,,,,,,,,
74580,DT,3385,,the,O,,,,,,,,,,,,,,
74581,NN,3385,,group,O,,,,,,,,,,,,,,
74582,VBD,3385,,expressed,O,,,,,,,,,,,,,,
74583,NN,3385,,concern,O,,,,,,,,,,,,,,
74584,IN,3385,,about,O,,,,,,,,,,,,,,
74585,JJ,3385,,recent,O,,,,,,,,,,,,,,
74586,NN,3385,,violence,O,,,,,,,,,,,,,,
74587,CC,3385,,and,O,,,,,,,,,,,,,,
74588,JJ,3385,,disciplinary,O,,,,,,,,,,,,,,
74589,NNS,3385,,actions,O,,,,,,,,,,,,,,
74590,IN,3385,,against,O,,,,,,,,,,,,,,
74591,NNS,3385,,media,O,,,,,,,,,,,,,,
74592,NNS,3385,,outlets,O,,,,,,,,,,,,,,
74593,IN,3385,,in,O,,,,,,,,,,,,,,
74594,DT,3385,,the,O,,,,,,,,,,,,,,
74595,NN,3385,,country,O,,,,,,,,,,,,,,
74596,.,3385,,.,O,,,,,,,,,,,,,,
74597,DT,3386,,The,O,,,,,,,,,,,,,,
74598,NN,3386,,organization,O,,,,,,,,,,,,,,
74599,VBD,3386,,cited,O,,,,,,,,,,,,,,
74600,DT,3386,,an,O,,,,,,,,,,,,,,
74601,NN,3386,,incident,O,,,,,,,,,,,,,,
74602,NNP,3386,,Wednesday,B-tim,,,,,,,,,,,,,,
74603,IN,3386,,in,O,,,,,,,,,,,,,,
74604,WDT,3386,,which,O,,,,,,,,,,,,,,
74605,NNS,3386,,media,O,,,,,,,,,,,,,,
74606,NNS,3386,,representatives,O,,,,,,,,,,,,,,
74607,VBD,3386,,were,O,,,,,,,,,,,,,,
74608,VBN,3386,,barred,O,,,,,,,,,,,,,,
74609,IN,3386,,from,O,,,,,,,,,,,,,,
74610,JJ,3386,,parliamentary,O,,,,,,,,,,,,,,
74611,NNS,3386,,proceedings,O,,,,,,,,,,,,,,
74612,IN,3386,,after,O,,,,,,,,,,,,,,
74613,DT,3386,,a,O,,,,,,,,,,,,,,
74614,NN,3386,,legislator,O,,,,,,,,,,,,,,
74615,VBD,3386,,complained,O,,,,,,,,,,,,,,
74616,IN,3386,,of,O,,,,,,,,,,,,,,
74617,NN,3386,,video,O,,,,,,,,,,,,,,
74618,WDT,3386,,that,O,,,,,,,,,,,,,,
74619,VBD,3386,,showed,O,,,,,,,,,,,,,,
74620,PRP$,3386,,her,O,,,,,,,,,,,,,,
74621,JJ,3386,,asleep,O,,,,,,,,,,,,,,
74622,IN,3386,,during,O,,,,,,,,,,,,,,
74623,NNS,3386,,debates,O,,,,,,,,,,,,,,
74624,VBN,3386,,aired,O,,,,,,,,,,,,,,
74625,IN,3386,,on,O,,,,,,,,,,,,,,
74626,JJ,3386,,national,O,,,,,,,,,,,,,,
74627,NN,3386,,television,O,,,,,,,,,,,,,,
74628,.,3386,,.,O,,,,,,,,,,,,,,
74629,DT,3387,,The,O,,,,,,,,,,,,,,
74630,NN,3387,,letter,O,,,,,,,,,,,,,,
74631,RB,3387,,also,O,,,,,,,,,,,,,,
74632,VBZ,3387,,addresses,O,,,,,,,,,,,,,,
74633,JJ,3387,,alleged,O,,,,,,,,,,,,,,
74634,NNS,3387,,acts,O,,,,,,,,,,,,,,
74635,IN,3387,,of,O,,,,,,,,,,,,,,
74636,NN,3387,,violence,O,,,,,,,,,,,,,,
74637,IN,3387,,against,O,,,,,,,,,,,,,,
74638,NNS,3387,,reporters,O,,,,,,,,,,,,,,
74639,CC,3387,,and,O,,,,,,,,,,,,,,
74640,DT,3387,,the,O,,,,,,,,,,,,,,
74641,NN,3387,,government,O,,,,,,,,,,,,,,
74642,POS,3387,,'s,O,,,,,,,,,,,,,,
74643,NN,3387,,detention,O,,,,,,,,,,,,,,
74644,IN,3387,,of,O,,,,,,,,,,,,,,
74645,DT,3387,,a,O,,,,,,,,,,,,,,
74646,NN,3387,,radio,O,,,,,,,,,,,,,,
74647,NN,3387,,journalist,O,,,,,,,,,,,,,,
74648,IN,3387,,for,O,,,,,,,,,,,,,,
74649,JJR,3387,,more,O,,,,,,,,,,,,,,
74650,IN,3387,,than,O,,,,,,,,,,,,,,
74651,CD,3387,,seven,O,,,,,,,,,,,,,,
74652,NNS,3387,,months,O,,,,,,,,,,,,,,
74653,IN,3387,,without,O,,,,,,,,,,,,,,
74654,NN,3387,,evidence,O,,,,,,,,,,,,,,
74655,.,3387,,.,O,,,,,,,,,,,,,,
74656,DT,3388,,A,O,,,,,,,,,,,,,,
74657,NN,3388,,spokesman,O,,,,,,,,,,,,,,
74658,IN,3388,,for,O,,,,,,,,,,,,,,
74659,DT,3388,,the,O,,,,,,,,,,,,,,
74660,JJ,3388,,Afghan,B-gpe,,,,,,,,,,,,,,
74661,NN,3388,,embassy,O,,,,,,,,,,,,,,
74662,IN,3388,,in,O,,,,,,,,,,,,,,
74663,NNP,3388,,Washington,B-geo,,,,,,,,,,,,,,
74664,",",3388,,",",O,,,,,,,,,,,,,,
74665,NNP,3388,,Ashraf,B-geo,,,,,,,,,,,,,,
74666,NNP,3388,,Haidari,I-geo,,,,,,,,,,,,,,
74667,",",3388,,",",O,,,,,,,,,,,,,,
74668,VBD,3388,,told,O,,,,,,,,,,,,,,
74669,NNP,3388,,VOA,B-org,,,,,,,,,,,,,,
74670,NNP,3388,,Thursday,B-tim,,,,,,,,,,,,,,
74671,IN,3388,,that,O,,,,,,,,,,,,,,
74672,DT,3388,,the,O,,,,,,,,,,,,,,
74673,NN,3388,,country,O,,,,,,,,,,,,,,
74674,POS,3388,,'s,O,,,,,,,,,,,,,,
74675,NN,3388,,constitution,O,,,,,,,,,,,,,,
74676,VBZ,3388,,guarantees,O,,,,,,,,,,,,,,
74677,NN,3388,,freedom,O,,,,,,,,,,,,,,
74678,IN,3388,,of,O,,,,,,,,,,,,,,
74679,NN,3388,,expression,O,,,,,,,,,,,,,,
74680,.,3388,,.,O,,,,,,,,,,,,,,
74681,PRP,3389,,He,O,,,,,,,,,,,,,,
74682,VBD,3389,,said,O,,,,,,,,,,,,,,
74683,DT,3389,,the,O,,,,,,,,,,,,,,
74684,NN,3389,,growth,O,,,,,,,,,,,,,,
74685,IN,3389,,of,O,,,,,,,,,,,,,,
74686,JJ,3389,,private,O,,,,,,,,,,,,,,
74687,NN,3389,,radio,O,,,,,,,,,,,,,,
74688,NNS,3389,,stations,O,,,,,,,,,,,,,,
74689,CC,3389,,and,O,,,,,,,,,,,,,,
74690,NNS,3389,,hundreds,O,,,,,,,,,,,,,,
74691,IN,3389,,of,O,,,,,,,,,,,,,,
74692,NNS,3389,,newspapers,O,,,,,,,,,,,,,,
74693,VBZ,3389,,illustrates,O,,,,,,,,,,,,,,
74694,DT,3389,,the,O,,,,,,,,,,,,,,
74695,JJ,3389,,Afghan,B-gpe,,,,,,,,,,,,,,
74696,NN,3389,,government,O,,,,,,,,,,,,,,
74697,VBZ,3389,,is,O,,,,,,,,,,,,,,
74698,VBG,3389,,protecting,O,,,,,,,,,,,,,,
74699,DT,3389,,the,O,,,,,,,,,,,,,,
74700,NNS,3389,,media,O,,,,,,,,,,,,,,
74701,.,3389,,.,O,,,,,,,,,,,,,,
74702,NNP,3390,,Spain,B-org,,,,,,,,,,,,,,
74703,POS,3390,,'s,O,,,,,,,,,,,,,,
74704,NNP,3390,,National,B-org,,,,,,,,,,,,,,
74705,NNP,3390,,Court,I-org,,,,,,,,,,,,,,
74706,VBZ,3390,,has,O,,,,,,,,,,,,,,
74707,VBN,3390,,sentenced,O,,,,,,,,,,,,,,
74708,DT,3390,,a,O,,,,,,,,,,,,,,
74709,JJ,3390,,Spanish,B-gpe,,,,,,,,,,,,,,
74710,NN,3390,,citizen,O,,,,,,,,,,,,,,
74711,",",3390,,",",O,,,,,,,,,,,,,,
74712,VBN,3390,,released,O,,,,,,,,,,,,,,
74713,JJ,3390,,last,O,,,,,,,,,,,,,,
74714,NN,3390,,year,O,,,,,,,,,,,,,,
74715,IN,3390,,from,B-tim,,,,,,,,,,,,,,
74716,DT,3390,,the,O,,,,,,,,,,,,,,
74717,NNP,3390,,U.S.,B-geo,,,,,,,,,,,,,,
74718,NN,3390,,detention,O,,,,,,,,,,,,,,
74719,NN,3390,,facility,O,,,,,,,,,,,,,,
74720,IN,3390,,at,O,,,,,,,,,,,,,,
74721,NNP,3390,,Guantanamo,B-geo,,,,,,,,,,,,,,
74722,NNP,3390,,Bay,I-geo,,,,,,,,,,,,,,
74723,",",3390,,",",O,,,,,,,,,,,,,,
74724,NNP,3390,,Cuba,B-geo,,,,,,,,,,,,,,
74725,",",3390,,",",O,,,,,,,,,,,,,,
74726,IN,3390,,to,O,,,,,,,,,,,,,,
74727,CD,3390,,six,B-tim,,,,,,,,,,,,,,
74728,NNS,3390,,years,O,,,,,,,,,,,,,,
74729,IN,3390,,in,O,,,,,,,,,,,,,,
74730,NN,3390,,prison,O,,,,,,,,,,,,,,
74731,IN,3390,,for,O,,,,,,,,,,,,,,
74732,NN,3390,,membership,O,,,,,,,,,,,,,,
74733,IN,3390,,in,O,,,,,,,,,,,,,,
74734,NNP,3390,,al-Qaida,B-org,,,,,,,,,,,,,,
74735,.,3390,,.,O,,,,,,,,,,,,,,
74736,DT,3391,,The,O,,,,,,,,,,,,,,
74737,NN,3391,,court,O,,,,,,,,,,,,,,
74738,VBD,3391,,announced,O,,,,,,,,,,,,,,
74739,DT,3391,,the,O,,,,,,,,,,,,,,
74740,NN,3391,,sentence,O,,,,,,,,,,,,,,
74741,IN,3391,,in,O,,,,,,,,,,,,,,
74742,DT,3391,,the,O,,,,,,,,,,,,,,
74743,NN,3391,,case,O,,,,,,,,,,,,,,
74744,IN,3391,,of,O,,,,,,,,,,,,,,
74745,NNP,3391,,Hamed,B-per,,,,,,,,,,,,,,
74746,NNP,3391,,Aberrahman,I-per,,,,,,,,,,,,,,
74747,NNP,3391,,Ahmed,I-per,,,,,,,,,,,,,,
74748,NNP,3391,,Wednesday,B-tim,,,,,,,,,,,,,,
74749,.,3391,,.,O,,,,,,,,,,,,,,
74750,NNS,3392,,Prosecutors,O,,,,,,,,,,,,,,
74751,VBP,3392,,say,O,,,,,,,,,,,,,,
74752,NNP,3392,,Mr.,B-per,,,,,,,,,,,,,,
74753,NNP,3392,,Ahmed,I-per,,,,,,,,,,,,,,
74754,VBD,3392,,had,O,,,,,,,,,,,,,,
74755,VBN,3392,,gone,O,,,,,,,,,,,,,,
74756,TO,3392,,to,O,,,,,,,,,,,,,,
74757,NNP,3392,,Afghanistan,B-geo,,,,,,,,,,,,,,
74758,TO,3392,,to,O,,,,,,,,,,,,,,
74759,VB,3392,,train,O,,,,,,,,,,,,,,
74760,IN,3392,,with,O,,,,,,,,,,,,,,
74761,NNP,3392,,Osama,B-per,,,,,,,,,,,,,,
74762,NNP,3392,,bin,I-per,,,,,,,,,,,,,,
74763,NNP,3392,,Laden,I-per,,,,,,,,,,,,,,
74764,POS,3392,,'s,O,,,,,,,,,,,,,,
74765,NNS,3392,,followers,O,,,,,,,,,,,,,,
74766,.,3392,,.,O,,,,,,,,,,,,,,
74767,PRP,3393,,He,O,,,,,,,,,,,,,,
74768,VBZ,3393,,has,O,,,,,,,,,,,,,,
74769,VBN,3393,,denied,O,,,,,,,,,,,,,,
74770,NNP,3393,,al-Qaida,B-org,,,,,,,,,,,,,,
74771,NN,3393,,membership,O,,,,,,,,,,,,,,
74772,.,3393,,.,O,,,,,,,,,,,,,,
74773,NNP,3394,,Mr.,B-per,,,,,,,,,,,,,,
74774,NNP,3394,,Ahmed,I-per,,,,,,,,,,,,,,
74775,VBD,3394,,was,O,,,,,,,,,,,,,,
74776,VBN,3394,,arrested,O,,,,,,,,,,,,,,
74777,IN,3394,,in,O,,,,,,,,,,,,,,
74778,NNP,3394,,Pakistan,B-geo,,,,,,,,,,,,,,
74779,IN,3394,,in,O,,,,,,,,,,,,,,
74780,JJ,3394,,late,O,,,,,,,,,,,,,,
74781,CD,3394,,2001,B-tim,,,,,,,,,,,,,,
74782,.,3394,,.,O,,,,,,,,,,,,,,
74783,JJ,3395,,Pakistani,B-gpe,,,,,,,,,,,,,,
74784,NNS,3395,,authorities,O,,,,,,,,,,,,,,
74785,RB,3395,,later,O,,,,,,,,,,,,,,
74786,VBD,3395,,handed,O,,,,,,,,,,,,,,
74787,PRP,3395,,him,O,,,,,,,,,,,,,,
74788,IN,3395,,over,O,,,,,,,,,,,,,,
74789,TO,3395,,to,O,,,,,,,,,,,,,,
74790,NNP,3395,,U.S.,B-geo,,,,,,,,,,,,,,
74791,NNS,3395,,forces,O,,,,,,,,,,,,,,
74792,",",3395,,",",O,,,,,,,,,,,,,,
74793,WP,3395,,who,O,,,,,,,,,,,,,,
74794,VBD,3395,,sent,O,,,,,,,,,,,,,,
74795,PRP,3395,,him,O,,,,,,,,,,,,,,
74796,TO,3395,,to,O,,,,,,,,,,,,,,
74797,DT,3395,,the,O,,,,,,,,,,,,,,
74798,JJ,3395,,military,O,,,,,,,,,,,,,,
74799,NN,3395,,detention,O,,,,,,,,,,,,,,
74800,NN,3395,,facility,O,,,,,,,,,,,,,,
74801,IN,3395,,at,O,,,,,,,,,,,,,,
74802,NNP,3395,,Guantanamo,B-geo,,,,,,,,,,,,,,
74803,NNP,3395,,Bay,I-geo,,,,,,,,,,,,,,
74804,.,3395,,.,O,,,,,,,,,,,,,,
74805,NNP,3396,,U.S,B-org,,,,,,,,,,,,,,
74806,NNS,3396,,authorities,O,,,,,,,,,,,,,,
74807,VBD,3396,,turned,O,,,,,,,,,,,,,,
74808,PRP,3396,,him,O,,,,,,,,,,,,,,
74809,RP,3396,,over,O,,,,,,,,,,,,,,
74810,TO,3396,,to,O,,,,,,,,,,,,,,
74811,NNP,3396,,Spain,B-geo,,,,,,,,,,,,,,
74812,IN,3396,,in,O,,,,,,,,,,,,,,
74813,NNP,3396,,February,B-tim,,,,,,,,,,,,,,
74814,IN,3396,,of,I-tim,,,,,,,,,,,,,,
74815,JJ,3396,,last,O,,,,,,,,,,,,,,
74816,NN,3396,,year,O,,,,,,,,,,,,,,
74817,.,3396,,.,O,,,,,,,,,,,,,,
74818,NNP,3397,,United,B-org,,,,,,,,,,,,,,
74819,NNP,3397,,Nations,I-org,,,,,,,,,,,,,,
74820,NNP,3397,,Secretary-General,I-org,,,,,,,,,,,,,,
74821,NNP,3397,,Kofi,B-per,,,,,,,,,,,,,,
74822,NNP,3397,,Annan,I-per,,,,,,,,,,,,,,
74823,VBZ,3397,,says,O,,,,,,,,,,,,,,
74824,PRP,3397,,he,O,,,,,,,,,,,,,,
74825,VBZ,3397,,expects,O,,,,,,,,,,,,,,
74826,DT,3397,,the,O,,,,,,,,,,,,,,
74827,JJ,3397,,Bosnian,B-gpe,,,,,,,,,,,,,,
74828,JJ,3397,,Serb,I-gpe,,,,,,,,,,,,,,
74829,NN,3397,,government,O,,,,,,,,,,,,,,
74830,TO,3397,,to,O,,,,,,,,,,,,,,
74831,VB,3397,,follow,O,,,,,,,,,,,,,,
74832,RP,3397,,up,O,,,,,,,,,,,,,,
74833,PRP$,3397,,its,O,,,,,,,,,,,,,,
74834,NN,3397,,apology,O,,,,,,,,,,,,,,
74835,IN,3397,,for,O,,,,,,,,,,,,,,
74836,DT,3397,,the,O,,,,,,,,,,,,,,
74837,CD,3397,,1995,B-tim,,,,,,,,,,,,,,
74838,NNP,3397,,Srebrenica,I-tim,,,,,,,,,,,,,,
74839,NN,3397,,massacre,O,,,,,,,,,,,,,,
74840,IN,3397,,with,O,,,,,,,,,,,,,,
74841,DT,3397,,a,O,,,,,,,,,,,,,,
74842,NN,3397,,drive,O,,,,,,,,,,,,,,
74843,TO,3397,,to,O,,,,,,,,,,,,,,
74844,VB,3397,,arrest,O,,,,,,,,,,,,,,
74845,CC,3397,,and,O,,,,,,,,,,,,,,
74846,VB,3397,,prosecute,O,,,,,,,,,,,,,,
74847,DT,3397,,those,O,,,,,,,,,,,,,,
74848,JJ,3397,,responsible,O,,,,,,,,,,,,,,
74849,IN,3397,,for,O,,,,,,,,,,,,,,
74850,DT,3397,,the,O,,,,,,,,,,,,,,
74851,NNS,3397,,killings,O,,,,,,,,,,,,,,
74852,.,3397,,.,O,,,,,,,,,,,,,,
74853,NNP,3398,,Mr.,B-per,,,,,,,,,,,,,,
74854,NNP,3398,,Annan,I-per,,,,,,,,,,,,,,
74855,POS,3398,,'s,O,,,,,,,,,,,,,,
74856,NN,3398,,spokesman,O,,,,,,,,,,,,,,
74857,",",3398,,",",O,,,,,,,,,,,,,,
74858,NNP,3398,,Fred,B-per,,,,,,,,,,,,,,
74859,NNP,3398,,Eckhard,I-per,,,,,,,,,,,,,,
74860,",",3398,,",",O,,,,,,,,,,,,,,
74861,VBZ,3398,,says,O,,,,,,,,,,,,,,
74862,DT,3398,,the,O,,,,,,,,,,,,,,
74863,NNP,3398,,UN,B-org,,,,,,,,,,,,,,
74864,NN,3398,,chief,O,,,,,,,,,,,,,,
74865,VBZ,3398,,welcomes,O,,,,,,,,,,,,,,
74866,JJ,3398,,last,O,,,,,,,,,,,,,,
74867,NN,3398,,week,O,,,,,,,,,,,,,,
74868,POS,3398,,'s,O,,,,,,,,,,,,,,
74869,JJ,3398,,Bosnian,B-gpe,,,,,,,,,,,,,,
74870,JJ,3398,,Serb,I-gpe,,,,,,,,,,,,,,
74871,NN,3398,,apology,O,,,,,,,,,,,,,,
74872,CC,3398,,and,O,,,,,,,,,,,,,,
74873,NNS,3398,,condolences,O,,,,,,,,,,,,,,
74874,TO,3398,,to,O,,,,,,,,,,,,,,
74875,DT,3398,,the,O,,,,,,,,,,,,,,
74876,NNS,3398,,relatives,O,,,,,,,,,,,,,,
74877,IN,3398,,of,O,,,,,,,,,,,,,,
74878,NNP,3398,,Srebrenica,B-tim,,,,,,,,,,,,,,
74879,NN,3398,,massacre,O,,,,,,,,,,,,,,
74880,NNS,3398,,victims,O,,,,,,,,,,,,,,
74881,.,3398,,.,O,,,,,,,,,,,,,,
74882,DT,3399,,The,O,,,,,,,,,,,,,,
74883,JJ,3399,,Bosnian,B-gpe,,,,,,,,,,,,,,
74884,JJ,3399,,Serb,I-gpe,,,,,,,,,,,,,,
74885,NN,3399,,government,O,,,,,,,,,,,,,,
74886,VBZ,3399,,has,O,,,,,,,,,,,,,,
74887,VBN,3399,,acknowledged,O,,,,,,,,,,,,,,
74888,IN,3399,,that,O,,,,,,,,,,,,,,
74889,JJ,3399,,Bosnian,B-gpe,,,,,,,,,,,,,,
74890,JJ,3399,,Serb,I-gpe,,,,,,,,,,,,,,
74891,NNS,3399,,forces,O,,,,,,,,,,,,,,
74892,VBD,3399,,killed,O,,,,,,,,,,,,,,
74893,RB,3399,,almost,O,,,,,,,,,,,,,,
74894,CD,3399,,"8,000",O,,,,,,,,,,,,,,
74895,NNP,3399,,Muslim,O,,,,,,,,,,,,,,
74896,NNS,3399,,men,O,,,,,,,,,,,,,,
74897,CC,3399,,and,O,,,,,,,,,,,,,,
74898,NNS,3399,,boys,O,,,,,,,,,,,,,,
74899,IN,3399,,in,O,,,,,,,,,,,,,,
74900,NNP,3399,,July,B-tim,,,,,,,,,,,,,,
74901,CD,3399,,1995,I-tim,,,,,,,,,,,,,,
74902,",",3399,,",",O,,,,,,,,,,,,,,
74903,IN,3399,,after,O,,,,,,,,,,,,,,
74904,VBG,3399,,overrunning,O,,,,,,,,,,,,,,
74905,DT,3399,,the,O,,,,,,,,,,,,,,
74906,NNP,3399,,Muslim,B-org,,,,,,,,,,,,,,
74907,NN,3399,,enclave,O,,,,,,,,,,,,,,
74908,IN,3399,,of,O,,,,,,,,,,,,,,
74909,NNP,3399,,Srebrenica,B-tim,,,,,,,,,,,,,,
74910,.,3399,,.,O,,,,,,,,,,,,,,
74911,VBG,3400,,Following,O,,,,,,,,,,,,,,
74912,DT,3400,,the,O,,,,,,,,,,,,,,
74913,NN,3400,,apology,O,,,,,,,,,,,,,,
74914,",",3400,,",",O,,,,,,,,,,,,,,
74915,JJ,3400,,Bosnian,B-gpe,,,,,,,,,,,,,,
74916,JJ,3400,,Serb,I-gpe,,,,,,,,,,,,,,
74917,NNP,3400,,President,B-per,,,,,,,,,,,,,,
74918,NNP,3400,,Dragan,I-per,,,,,,,,,,,,,,
74919,NNP,3400,,Cavic,I-per,,,,,,,,,,,,,,
74920,VBD,3400,,urged,O,,,,,,,,,,,,,,
74921,VBN,3400,,indicted,O,,,,,,,,,,,,,,
74922,NN,3400,,war,O,,,,,,,,,,,,,,
74923,NNS,3400,,crimes,O,,,,,,,,,,,,,,
74924,VBZ,3400,,suspects,O,,,,,,,,,,,,,,
74925,TO,3400,,to,O,,,,,,,,,,,,,,
74926,VB,3400,,surrender,O,,,,,,,,,,,,,,
74927,TO,3400,,to,O,,,,,,,,,,,,,,
74928,NNS,3400,,authorities,O,,,,,,,,,,,,,,
74929,",",3400,,",",O,,,,,,,,,,,,,,
74930,VBG,3400,,saying,O,,,,,,,,,,,,,,
74931,PRP,3400,,it,O,,,,,,,,,,,,,,
74932,VBZ,3400,,is,O,,,,,,,,,,,,,,
74933,JJ,3400,,crucial,O,,,,,,,,,,,,,,
74934,IN,3400,,for,O,,,,,,,,,,,,,,
74935,DT,3400,,the,O,,,,,,,,,,,,,,
74936,NN,3400,,future,O,,,,,,,,,,,,,,
74937,IN,3400,,of,O,,,,,,,,,,,,,,
74938,DT,3400,,the,O,,,,,,,,,,,,,,
74939,NNP,3400,,Bosnia,B-geo,,,,,,,,,,,,,,
74940,JJ,3400,,Serb,B-gpe,,,,,,,,,,,,,,
74941,NNP,3400,,Republic,B-geo,,,,,,,,,,,,,,
74942,.,3400,,.,O,,,,,,,,,,,,,,
74943,IN,3401,,In,O,,,,,,,,,,,,,,
74944,NN,3401,,connection,O,,,,,,,,,,,,,,
74945,IN,3401,,with,O,,,,,,,,,,,,,,
74946,DT,3401,,the,O,,,,,,,,,,,,,,
74947,NN,3401,,massacre,O,,,,,,,,,,,,,,
74948,",",3401,,",",O,,,,,,,,,,,,,,
74949,DT,3401,,the,O,,,,,,,,,,,,,,
74950,NNP,3401,,U.N.,B-geo,,,,,,,,,,,,,,
74951,NN,3401,,war,O,,,,,,,,,,,,,,
74952,NNS,3401,,crimes,O,,,,,,,,,,,,,,
74953,NN,3401,,court,O,,,,,,,,,,,,,,
74954,IN,3401,,in,O,,,,,,,,,,,,,,
74955,DT,3401,,The,O,,,,,,,,,,,,,,
74956,NNP,3401,,Hague,B-geo,,,,,,,,,,,,,,
74957,VBZ,3401,,has,O,,,,,,,,,,,,,,
74958,VBN,3401,,indicted,O,,,,,,,,,,,,,,
74959,JJ,3401,,several,O,,,,,,,,,,,,,,
74960,JJ,3401,,Bosnian,B-gpe,,,,,,,,,,,,,,
74961,JJ,3401,,Serb,I-gpe,,,,,,,,,,,,,,
74962,NNS,3401,,officials,O,,,,,,,,,,,,,,
74963,CC,3401,,and,O,,,,,,,,,,,,,,
74964,NNS,3401,,commanders,O,,,,,,,,,,,,,,
74965,",",3401,,",",O,,,,,,,,,,,,,,
74966,DT,3401,,some,O,,,,,,,,,,,,,,
74967,IN,3401,,of,O,,,,,,,,,,,,,,
74968,WP,3401,,whom,O,,,,,,,,,,,,,,
74969,VBP,3401,,remain,O,,,,,,,,,,,,,,
74970,IN,3401,,at,O,,,,,,,,,,,,,,
74971,JJ,3401,,large,O,,,,,,,,,,,,,,
74972,.,3401,,.,O,,,,,,,,,,,,,,
74973,DT,3402,,The,O,,,,,,,,,,,,,,
74974,NN,3402,,trial,O,,,,,,,,,,,,,,
74975,IN,3402,,of,O,,,,,,,,,,,,,,
74976,NNP,3402,,Saddam,B-geo,,,,,,,,,,,,,,
74977,NNP,3402,,Hussein,I-geo,,,,,,,,,,,,,,
74978,CC,3402,,and,O,,,,,,,,,,,,,,
74979,CD,3402,,seven,O,,,,,,,,,,,,,,
74980,NNS,3402,,co-defendants,O,,,,,,,,,,,,,,
74981,VBZ,3402,,has,O,,,,,,,,,,,,,,
74982,VBN,3402,,resumed,O,,,,,,,,,,,,,,
74983,IN,3402,,in,O,,,,,,,,,,,,,,
74984,NNP,3402,,Baghdad,B-geo,,,,,,,,,,,,,,
74985,IN,3402,,after,O,,,,,,,,,,,,,,
74986,DT,3402,,a,O,,,,,,,,,,,,,,
74987,JJ,3402,,five-day,B-tim,,,,,,,,,,,,,,
74988,NN,3402,,break,O,,,,,,,,,,,,,,
74989,.,3402,,.,O,,,,,,,,,,,,,,
